Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,45.320000,46.450001,44.799999,46.279999,39.505920,19031000
2020-06-02,46.860001,47.450001,46.750000,47.310001,40.385159,22319000
2020-06-03,48.000000,49.400002,47.950001,49.240002,42.032665,23418000
2020-06-04,48.880001,49.150002,48.160000,49.099998,41.913147,18731400
2020-06-05,51.650002,53.450001,51.599998,53.080002,45.310593,41328900
2020-06-08,54.720001,55.360001,53.459999,54.740002,46.727615,33579400
2020-06-09,52.880001,53.970001,52.450001,53.520000,45.686192,27276900
2020-06-10,53.500000,53.500000,50.599998,50.650002,43.236279,31156800
2020-06-11,47.529999,48.840000,46.099998,46.180000,39.420563,39183000
2020-06-12,48.040001,48.619999,45.910000,47.169998,40.265640,30978100
2020-06-15,45.349998,47.759998,44.750000,47.139999,40.240047,27929300
2020-06-16,49.570000,49.750000,47.240002,48.200001,41.144886,26203400
2020-06-17,48.000000,48.130001,46.599998,46.630001,39.804691,19279400
2020-06-18,46.110001,47.330002,45.770000,46.919998,40.052246,21478700
2020-06-19,48.220001,48.259998,45.980000,45.980000,39.249832,48899900
2020-06-22,45.689999,46.439999,45.400002,46.419998,39.625435,17565400
2020-06-23,46.900002,47.220001,46.500000,46.700001,39.864449,18916600
2020-06-24,45.910000,45.959999,44.250000,44.500000,37.986465,27626900
2020-06-25,44.049999,45.240002,43.689999,45.169998,38.558395,19353600
2020-06-26,44.880001,44.939999,43.500000,43.619999,37.235271,31518600
2020-06-29,43.810001,44.580002,43.540001,44.320000,37.832813,17052100
2020-06-30,43.430000,44.970001,43.160000,44.720001,38.174267,22153600
2020-07-01,44.490002,45.380001,43.669998,43.709999,37.312092,17290100
2020-07-02,44.619999,45.189999,43.930000,44.080002,37.627945,18216600
2020-07-06,44.669998,45.080002,43.840000,44.389999,37.892567,22692000
2020-07-07,43.900002,44.000000,43.110001,43.240002,36.910892,17407600
2020-07-08,43.150002,43.930000,42.840000,43.139999,36.825531,18291400
2020-07-09,42.900002,43.099998,41.290001,41.360001,35.306068,25882000
2020-07-10,41.119999,42.709999,41.099998,42.650002,36.407246,18951000
2020-07-13,42.980000,43.290001,42.230000,42.660000,36.415787,20028300
2020-07-14,42.529999,44.189999,42.259998,44.070000,37.619408,21444100
2020-07-15,45.029999,45.090000,44.209999,44.630001,38.097439,17332400
2020-07-16,44.310001,44.810001,43.790001,44.279999,37.798668,14673700
2020-07-17,44.330002,44.689999,43.389999,43.520000,37.149906,17958900
2020-07-20,43.209999,43.509998,42.480000,42.500000,36.279209,18553900
2020-07-21,43.150002,45.189999,43.110001,44.650002,38.114513,28821800
2020-07-22,44.150002,44.150002,43.369999,43.610001,37.226738,21345400
2020-07-23,43.400002,43.820000,43.020000,43.700001,37.303562,17934400
2020-07-24,43.880001,44.419998,43.189999,43.430000,37.073078,16415300
2020-07-27,43.230000,44.090000,42.970001,44.070000,37.619408,18547900
2020-07-28,43.910000,44.250000,43.459999,43.549999,37.175518,19190500
2020-07-29,43.709999,44.090000,43.340000,44.029999,37.585255,14143200
2020-07-30,43.130001,43.180000,41.830002,41.869999,35.741421,29901100
2020-07-31,41.160000,42.169998,40.910000,42.080002,35.920681,32116200
2020-08-03,42.049999,42.500000,41.470001,42.250000,36.065804,23033600
2020-08-04,42.340000,43.599998,42.240002,43.470001,37.107231,17724000
2020-08-05,44.150002,44.310001,43.529999,43.849998,37.431602,17175100
2020-08-06,43.400002,43.900002,43.250000,43.639999,37.252346,14434900
2020-08-07,43.230000,43.520000,42.810001,43.439999,37.081615,18757900
2020-08-10,43.990002,44.599998,43.599998,44.509998,37.994999,24367800
2020-08-11,45.500000,46.419998,44.730000,44.970001,38.387672,28987500
2020-08-12,44.459999,44.939999,43.630001,44.090000,38.378963,22503200
2020-08-13,43.500000,43.869999,42.919998,43.009998,37.438858,17338700
2020-08-14,42.599998,43.279999,42.410000,43.200001,37.604252,13595700
2020-08-17,43.169998,43.169998,42.470001,42.639999,37.116783,15554600
2020-08-18,42.590000,43.189999,42.290001,42.430000,36.933987,13014000
2020-08-19,42.349998,42.660000,41.869999,41.959999,36.524864,14473100
2020-08-20,41.689999,41.889999,41.299999,41.320000,35.967762,15678500
2020-08-21,41.299999,41.340000,40.709999,41.009998,35.697922,25517700
2020-08-24,41.279999,42.509998,41.090000,42.220001,36.751198,18208900
2020-08-25,41.660000,42.070000,40.700001,40.880001,35.584763,31285600
2020-08-26,40.639999,40.840000,40.000000,40.009998,34.827454,26795000
2020-08-27,40.000000,40.299999,39.310001,39.740002,34.592430,32034300
2020-08-28,39.840000,40.919998,39.759998,40.689999,35.419376,33477100
2020-08-31,40.639999,40.720001,39.900002,39.939999,34.766521,25259600
2020-09-01,39.750000,39.750000,39.049999,39.430000,34.322578,22464100
2020-09-02,39.230000,39.720001,38.950001,39.189999,34.113670,26413400
2020-09-03,39.200001,40.029999,38.880001,39.110001,34.044029,28817200
2020-09-04,39.459999,39.790001,38.650002,39.080002,34.017921,24632500
2020-09-08,38.250000,38.680000,37.349998,38.180000,33.234493,38496400
2020-09-09,38.349998,38.840000,37.919998,37.950001,33.034283,25886100
2020-09-10,38.270000,38.369999,36.900002,37.000000,32.207340,34381200
2020-09-11,37.130001,37.310001,36.490002,36.900002,32.120304,26838600
2020-09-14,36.910000,37.009998,36.490002,36.660000,31.911386,26129900
2020-09-15,36.799999,37.380001,36.209999,36.270000,31.571901,23724200
2020-09-16,36.459999,38.150002,36.270000,37.810001,32.912418,30890900
2020-09-17,37.349998,37.980000,36.970001,37.799999,32.903717,24696200
2020-09-18,37.529999,37.820000,36.700001,37.189999,32.372734,46853800
2020-09-21,36.430000,36.709999,35.680000,36.430000,31.711176,35351800
2020-09-22,36.459999,36.840000,35.470001,35.529999,30.927752,27303200
2020-09-23,35.650002,35.790001,34.349998,34.389999,29.935419,31251400
2020-09-24,34.400002,34.820000,33.759998,34.320000,29.874483,26796000
2020-09-25,34.000000,34.939999,33.880001,34.639999,30.153034,23486000
2020-09-28,35.139999,35.900002,35.099998,35.310001,30.736254,23396500
2020-09-29,35.000000,35.110001,33.990002,34.279999,29.839664,20770500
2020-09-30,34.639999,34.919998,34.130001,34.330002,29.883192,22223700
2020-10-01,33.790001,34.099998,32.939999,33.130001,28.838631,36890200
2020-10-02,32.250000,33.349998,32.209999,32.980000,28.708059,32694300
2020-10-05,33.320000,33.750000,33.169998,33.740002,29.369617,22965200
2020-10-06,34.119999,34.419998,33.310001,33.389999,29.064947,26731800
2020-10-07,33.639999,33.740002,33.209999,33.500000,29.160704,23779300
2020-10-08,33.880001,35.340000,33.759998,35.259998,30.692730,34413700
2020-10-09,35.680000,35.950001,34.650002,34.740002,30.240084,29228600
2020-10-12,34.540001,34.730000,34.230000,34.630001,30.144333,17912800
2020-10-13,34.730000,34.869999,34.099998,34.220001,29.787443,20995100
2020-10-14,34.060001,34.830002,34.029999,34.150002,29.726509,17743000
2020-10-15,33.700001,34.459999,33.270000,34.450001,29.987652,23251600
2020-10-16,34.369999,34.639999,33.880001,34.099998,29.682983,22627200
2020-10-19,34.099998,34.369999,33.389999,33.419998,29.091066,23645800
2020-10-20,33.660000,33.930000,33.330002,33.700001,29.334797,23040600
2020-10-21,33.509998,33.619999,33.139999,33.160000,28.864738,28619300
2020-10-22,33.180000,34.959999,33.020000,34.860001,30.344540,31831500
2020-10-23,34.970001,35.080002,33.860001,34.160000,29.735210,27429100
2020-10-26,33.610001,33.770000,32.950001,33.349998,29.030132,30888700
2020-10-27,33.150002,33.200001,32.700001,32.820000,28.568783,27100700
2020-10-28,32.099998,32.380001,31.520000,31.570000,27.480696,42136400
2020-10-29,31.410000,33.130001,31.110001,32.970001,28.699352,38622800
2020-10-30,32.410000,33.139999,32.009998,32.619999,28.394688,47885700
2020-11-02,33.139999,34.459999,32.570000,33.990002,29.587233,40130300
2020-11-03,34.490002,34.490002,33.130001,33.410000,29.082359,36773000
2020-11-04,33.270000,34.139999,32.529999,33.230000,28.925674,35410100
2020-11-05,33.369999,33.919998,33.139999,33.169998,28.873447,30824100
2020-11-06,33.099998,33.660000,32.619999,32.779999,28.533962,33985600
2020-11-09,36.419998,38.009998,36.060001,36.930000,32.146408,76879400
2020-11-10,37.049999,37.430000,35.980000,36.860001,32.859585,49055400
2020-11-11,37.090000,37.119999,36.189999,36.480000,32.520821,34124500
2020-11-12,35.860001,36.290001,34.869999,35.230000,31.406488,30933700
2020-11-13,35.400002,36.250000,35.380001,36.080002,32.164238,29241500
2020-11-16,37.590000,38.169998,37.099998,38.160000,34.018494,38596800
2020-11-17,37.810001,38.709999,37.380001,38.669998,34.473145,26521100
2020-11-18,39.020000,39.130001,37.200001,37.209999,33.171600,31068000
2020-11-19,36.860001,37.500000,36.560001,37.400002,33.340981,26954400
2020-11-20,37.349998,37.410000,36.779999,36.939999,32.930904,18351000
2020-11-23,37.500000,39.430000,37.279999,39.360001,35.088264,29367600
2020-11-24,40.509998,42.080002,40.220001,41.980000,37.423912,46979300
2020-11-25,41.669998,41.709999,40.650002,40.810001,36.380890,28178200
2020-11-27,40.700001,40.939999,39.869999,40.189999,35.828178,14971900
2020-11-30,39.799999,39.880001,37.970001,38.130001,33.991749,45614300
2020-12-01,38.959999,39.650002,38.470001,38.500000,34.321594,32472900
2020-12-02,38.389999,40.419998,38.340000,39.939999,35.605309,29369500
2020-12-03,40.070000,40.639999,39.730000,40.209999,35.846008,27038900
2020-12-04,40.770000,41.759998,40.650002,41.680000,37.156464,28723600
2020-12-07,41.419998,41.540001,40.669998,40.900002,36.461124,24899400
2020-12-08,40.529999,42.590000,40.439999,42.240002,37.655685,32573800
2020-12-09,42.709999,43.730000,42.380001,42.799999,38.154911,37824800
2020-12-10,43.200001,44.470001,42.759998,44.009998,39.233597,38058700
2020-12-11,43.700001,43.930000,43.209999,43.799999,39.046383,25478800
2020-12-14,44.340000,44.459999,42.180000,42.220001,37.637871,30595000
2020-12-15,42.439999,43.220001,42.060001,43.040001,38.368874,27138400
2020-12-16,43.750000,44.110001,42.959999,43.700001,38.957245,34273000
2020-12-17,44.000000,44.040001,43.400002,43.480000,38.761116,21204600
2020-12-18,43.270000,43.779999,42.419998,42.730000,38.092514,46596800
2020-12-21,41.110001,42.080002,40.529999,41.950001,37.397167,27869500
2020-12-22,41.580002,41.900002,41.230000,41.240002,36.764225,21792900
2020-12-23,41.509998,42.389999,41.459999,41.770000,37.236698,19085900
2020-12-24,41.650002,41.849998,41.380001,41.599998,37.085152,8039000
2020-12-28,41.689999,42.549999,41.520000,41.740002,37.209961,23877500
2020-12-29,42.040001,42.119999,41.200001,41.270000,36.790970,20287700
2020-12-30,41.330002,42.419998,41.270000,41.599998,37.085152,23807300
2020-12-31,41.470001,41.680000,40.970001,41.220001,36.746395,22786500
2021-01-04,41.450001,42.250000,41.000000,41.500000,36.996006,27764700
2021-01-05,41.840000,44.799999,41.830002,43.500000,38.778946,44035100
2021-01-06,44.410000,45.099998,43.700001,44.610001,39.768478,36484800
2021-01-07,45.000000,45.570000,44.529999,44.959999,40.080490,29528100
2021-01-08,45.200001,45.820000,44.950001,45.459999,40.526222,28628200
2021-01-11,45.040001,47.139999,44.750000,46.840000,41.756454,38246200
2021-01-12,47.459999,48.169998,46.910000,47.880001,42.683590,36915100
2021-01-13,48.529999,48.709999,47.689999,48.419998,43.164970,29000300
2021-01-14,48.500000,51.080002,48.500000,50.310001,44.849861,35474800
2021-01-15,48.910000,49.080002,47.290001,47.889999,42.692497,42411300
2021-01-19,48.450001,49.439999,48.349998,48.840000,43.539402,24932600
2021-01-20,49.110001,49.740002,48.990002,49.529999,44.154507,22342400
2021-01-21,49.330002,49.389999,47.680000,48.110001,42.888618,29044500
2021-01-22,47.009998,47.639999,46.639999,47.430000,42.282425,23264800
2021-01-25,46.900002,47.049999,46.160000,46.900002,41.809948,26395800
2021-01-26,47.259998,47.860001,45.849998,45.869999,40.891731,23976800
2021-01-27,45.000000,46.660000,44.529999,45.349998,40.428165,32410300
2021-01-28,45.939999,46.590000,45.689999,46.060001,41.061115,24967200
2021-01-29,45.549999,46.040001,44.509998,44.840000,39.973518,38961100
2021-02-01,45.580002,45.580002,44.290001,44.919998,40.044830,24412400
2021-02-02,45.810001,46.990002,45.279999,45.630001,40.677776,31940400
2021-02-03,45.630001,47.669998,45.419998,47.419998,42.273502,28459300
2021-02-04,47.880001,48.380001,47.250000,48.330002,43.084743,25280300
2021-02-05,49.180000,50.119999,49.040001,49.950001,44.528931,34980100
2021-02-08,50.919998,52.360001,50.709999,52.099998,46.445591,36998700
2021-02-09,50.669998,50.959999,49.770000,50.630001,45.901627,28977000
2021-02-10,50.630001,51.419998,50.389999,51.119999,46.345860,25723800
2021-02-11,50.889999,50.930000,48.779999,49.840000,45.185398,26972200
2021-02-12,49.430000,50.709999,49.410000,50.520000,45.801903,19756700
2021-02-16,51.959999,52.529999,51.619999,52.040001,47.179939,28060100
2021-02-17,52.349998,53.270000,51.799999,52.849998,47.914291,25509700
2021-02-18,52.810001,52.939999,51.860001,52.020000,47.161812,20627600
2021-02-19,52.110001,52.560001,51.919998,52.369999,47.479122,22607200
2021-02-22,52.590000,54.810001,52.590000,54.299999,49.228874,36435100
2021-02-23,54.980000,55.259998,53.740002,55.049999,49.908840,33527900
2021-02-24,55.189999,57.000000,54.869999,56.700001,51.404743,28728600
2021-02-25,56.980000,57.250000,55.349998,55.759998,50.552525,29670900
2021-02-26,54.410000,55.060001,53.119999,54.369999,49.292339,35291000
2021-03-01,56.470001,57.610001,56.130001,56.400002,51.132759,36998300
2021-03-02,56.650002,56.959999,56.020000,56.070000,50.833576,30302600
2021-03-03,56.419998,57.959999,55.880001,56.520000,51.241547,35358900
2021-03-04,57.119999,59.470001,57.099998,58.709999,53.227028,52137500
2021-03-05,59.830002,61.049999,59.110001,60.930000,55.239697,51429800
2021-03-08,61.580002,61.610001,59.820000,60.869999,55.185303,38154600
2021-03-09,60.610001,61.389999,59.470001,59.930000,54.333088,35645900
2021-03-10,60.520000,61.919998,60.029999,61.770000,56.001255,31579100
2021-03-11,61.779999,62.549999,61.259998,61.310001,55.584209,24802600
2021-03-12,61.549999,62.369999,61.500000,61.970001,56.182571,20422700
2021-03-15,61.490002,61.860001,59.869999,60.389999,54.750134,31243600
2021-03-16,59.540001,59.660000,58.439999,59.110001,53.589668,30624800
2021-03-17,58.689999,59.730000,58.619999,59.369999,53.825386,25575500
2021-03-18,58.810001,58.970001,56.520000,56.810001,51.504475,38622800
2021-03-19,56.709999,57.470001,55.810001,56.490002,51.214352,84439400
2021-03-22,56.500000,56.860001,55.900002,55.910000,50.688522,29315100
2021-03-23,54.939999,56.290001,54.450001,55.220001,50.062965,33493300
